ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID	ALIGNMENT	STRUCTURE	CROSSIDS	AUTOCOGID	MORPHEMES	SPLITID	LUMPID
1800	EasternLuobuohe-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + q l ei ²⁴ + ʑ a ŋ ³¹	1146	0	轻声 阴去.阳去.*阴去.*阳去 阴平.阳平.*阳平	⁰/² ²⁴ ³¹	Luopohe				1 7 8 9 1 5 7 8 9 3 7 4 8	AXT_ACXT_AXLT	HA6_KLE2_SAN3	3	3.H.C 3.A.V 3.6.T 3._._ 3.K.C 3.L.C 3.E.V 3.2.T 3._._ 3.S.C 3.A.V 3.N.c 3.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.1 1.0	ʔa⁰/²+qlei²⁴+ʑaŋ³¹	0	81 82 83	26	8	ʔ a ⁰/² + q l ei ²⁴ + ʑ a ŋ ³¹	i n t + i m n t + i n c t	81 82 83	30	_aubergine _aubergine AUBERGINE	1800	5
1801	WesternLuobuohe-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	WesternLuobuohe	Luobuohe, Western	luop1235	q o ⁰/⁵ + ʑ ɑ ŋ ³¹ + q ɑ ŋ ⁵⁵	1146	0	轻声 阴平.阳平.阴入.阳入.*阳平 阴上.阳上.*阴平.*阴上.*阳上	⁰/⁵ ³¹ ⁵⁵	Luopohe				1 7 8 9 3 7 4 8 9 1 7 4 8	AXT_AXLT_AXLT	KU6_SAN3_KAN5	10	10.K.C 10.U.V 10.6.T 10._._ 10.S.C 10.A.V 10.N.c 10.3.T 10._._ 10.K.C 10.A.V 10.N.c 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	qo⁰/⁵+ʑɑŋ³¹+qɑŋ⁵⁵	0	87 83 84	27	8	q o ⁰/⁵ + ʑ ɑ ŋ ³¹ + q - ɑ ŋ ⁵⁵	i n t + i n c t + i n c t	87 83 84	28	_aubergine _aubergine AUBERGINE	1801	5
1802	SouthernGuizhouChuanqiandian-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	h u/w ei ³² + tɕ ə ¹³	1146	585	阴平 阳去.阴入.*阴去.*阳去	³² ¹³	CentralMashanHmong	tɕ əa ⁶/¹³	1	2876	3 6 7 8 9 2 7 8	ACXT_AXT	HWE3_CE2	8	8.H.C 8.W.C 8.E.V 8.3.T 8._._ 8.C.C 8.E.V 8.2.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	hu/wei³²+tɕə¹³	0	84 80	28	8	h u/w ei - ³² + tɕ ə ¹³	i m n t + i n t	84 80	27	_aubergine AUBERGINE	1802	5
1803	WesternXiangxi-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	WesternXiangxi	Xiangxi, West	west2430	k w ɑ ŋ ⁵⁵	1146	0	0	⁵⁵	WesternXiangxiMiao				1 6 7 4 8	ACXLT	KWAN5	11	11.K.C 11.W.C 11.A.V 11.N.c 11.5.T	1.6 1.2 3.0 1.1 1.0	kwɑŋ⁵⁵	0	84	29	8	k w ɑ ŋ ⁵⁵	i m n c t	84	28	AUBERGINE	1803	5
1804	NorthernQiandong-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	NorthernQiandong	Qiandong, North	nort2747	tɕ a ⁵⁵	1146	585	0	⁵⁵	NorthernQiandongMiao	tɕ a ²	0	2875	2 7 8	AXT	CA5	7	7.C.C 7.A.V 7.5.T	1.6 3.0 1.0	tɕa⁵⁵	0	80	30	8	tɕ a ⁵⁵	i n t	80	27	AUBERGINE	1804	5
1805	WesternBaheng-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	WesternBaheng	Baheng, West	pahn1237	t j ei ³¹ + tɕ ei ⁵⁵	1146	0	阴上 阴去	³¹ ⁵⁵	PaHng				1 6 7 8 9 2 7 8	ACXT_AXT	TJE3_CE5	9	9.T.C 9.J.C 9.E.V 9.3.T 9._._ 9.C.C 9.E.V 9.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	tjei³¹+tɕei⁵⁵	0	79 80	31	8	t j ei - ³¹ + tɕ ei ⁵⁵	i m n t + i n t	1556 80	27	_aubergine AUBERGINE	1805	5
1806	EasternBaheng-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	EasternBaheng	Baheng, East	pahn1237	p j ei ³¹³ + ts ei ⁵⁵	1146	0	阴上.*阴上 阴去.*阴平	³¹³ ⁵⁵	PaHng				1 6 7 8 9 2 7 8	ACXT_AXT	PJE6_CE5	2	2.P.C 2.J.C 2.E.V 2.6.T 2._._ 2.C.C 2.E.V 2.5.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0	pjei³¹³+tsei⁵⁵	0	79 80	31	8	p j ei - ³¹³ + ts ei ⁵⁵	i m n t + i n t	1556 80	27	_aubergine AUBERGINE	1806	5
1807	Jiongnai-233_aubergine-1	Hmongic	AUBERGINE	aubergine	茄子	Jiongnai	Jiongnai	jion1236	k w ei ⁴⁴ + k a ¹¹ + ð au ¹¹	1146	0	阴平.*阴平 阳去 阳去	⁴⁴ ¹¹ ¹¹	JiongnaiBunu				1 6 7 8 9 1 7 8 9 3 7 8	ACXT_AXT_AXT	KWE5_KA1_DA1	4	4.K.C 4.W.C 4.E.V 4.5.T 4._._ 4.K.C 4.A.V 4.1.T 4._._ 4.D.C 4.A.V 4.1.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0	kwei⁴⁴+ka¹¹+ðau¹¹	0	84 85 86	32	8	k w ei - ⁴⁴ + k a ¹¹ + ð au ¹¹	i m n t + i n t + i n t	84 85 86	28	AUBERGINE _aubergine _aubergine	1807	5
1808	Mien-233_aubergine-1	Mienic	AUBERGINE	aubergine	茄子	Mien	Mien	iumi1238	tɕ e ³¹	1146	585	阳平	³¹	luMien	tɕ e ²	0	2877	2 7 8	AXT	CE3	6	6.C.C 6.E.V 6.3.T	1.6 3.0 1.0	tɕe³¹	0	80	30	8	tɕ e ³¹	i n t	80	27	AUBERGINE	1808	5
1809	KimMun-233_aubergine-1	Mienic	AUBERGINE	aubergine	茄子	KimMun	Kim Mun	kimm1245	k w a ³¹ + d j a ŋ ⁵¹	1146	0	阴上.阳上.阴去.阳去.*阳平 阴上.阳上.*阴上.*阳上	³¹ ⁵¹	KimMun				1 6 7 8 9 1 6 7 4 8	ACXT_ACXLT	KWA3_TJAN3	5	5.K.C 5.W.C 5.A.V 5.3.T 5._._ 5.T.C 5.J.C 5.A.V 5.N.c 5.3.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	kwa³¹+djaŋ⁵¹	0	84 79	33	8	k w a - ³¹ + d j a ŋ ⁵¹	i m n t + i m n c t	84 1556	28	AUBERGINE _aubergine	1809	5
1810	BiaoMin-233_aubergine-1	Mienic	AUBERGINE	aubergine	茄子	BiaoMin	Biao Min	biao1254	t j a ³¹	1146	585	阳平.*阳平	³¹	BiaoMon	ȶ a ²	0	2878	1 6 7 8	ACXT	TJA3	1	1.T.C 1.J.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	tja³¹	0	79	34	8	t j a - ³¹	i m n t	1556	29	AUBERGINE	1810	5
1811	ZaoMin-233_aubergine-1	Mienic	AUBERGINE	aubergine	茄子	ZaoMin	Zao Min	dzao1238	tɕ a ⁵³	1146	585	阳平.*阴去.*阳去	⁵³	DzaoMin	k j ɛ ²	0	2879	2 7 8	AXT	CA3	13	13.C.C 13.A.V 13.3.T	1.6 3.0 1.0	tɕa⁵³	0	80	30	8	tɕ a ⁵³	i n t	80	27	AUBERGINE	1811	5
157	WhiteHmong-656_theaxeax-1	Hmongic	AXE	the axe/ax		WhiteHmong	White Hmong	hmon1333	t au ¹¹	677	211	阴平.阴上.阳上.阴入	¹¹	HmongDaw	t au ⁷/³	0	1125	1 7 8	AXT	TA1	12	12.T.C 12.A.V 12.1.T	1.6 3.0 1.0	tau¹¹	0	106	35	11	t au ¹¹	i n t	106	40	AXE	157	6
2251	EasternLuobuohe-336_axe-1	Hmongic	AXE	axe	斧子	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + t y ²⁴	677	211	轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	Luopohe	t u ᶜ/³	1	1127	1 7 8 9 1 7 8	AXT_AXT	HA6_TY2	3	3.H.C 3.A.V 3.6.T 3._._ 3.T.C 3.Y.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/²+ty²⁴	0	104 103	36	10	ʔ - a ⁰/² + t y ²⁴	i n t + i n t	22 3357	36	_axe AXE	2251	6
2252	WesternLuobuohe-336_axe-1	Hmongic	AXE	axe	斧子	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + t u ³⁵	677	211	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	Luopohe	t u ᶜ/³	1	1127	1 7 8 9 1 7 8	AXT_AXT	HE6_TY2	10	10.H.C 10.E.V 10.6.T 10._._ 10.T.C 10.Y.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+tu³⁵	0	104 103	36	10	ʔ - ə ⁰/² + t u ³⁵	i n t + i n t	22 3357	36	_axe AXE	2252	6
2253	SouthernGuizhouChuanqiandian-336_axe-1	Hmongic	AXE	axe	斧子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t ɔ ⁵⁵	677	211	阴去.*阴平	⁵⁵	CentralMashanHmong	t ɔ ⁵ᵃ/⁵	0	1126	1 7 8	AXT	TU5	8	8.T.C 8.U.V 8.5.T	1.6 3.0 1.0	tɔ⁵⁵	0	103	37	10	t ɔ ⁵⁵	i n t	3357	36	AXE	2253	6
2254	WesternXiangxi-336_axe-1	Hmongic	AXE	axe	斧子	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + t ɔ ⁵³	677	211	阴平 *阴上.*阳上	³⁵ ⁵³	WesternXiangxiMiao	t ɔ ⁵	1	1124	1 7 8 9 1 7 8	AXT_AXT	KU2_TU3	11	11.K.C 11.U.V 11.2.T 11._._ 11.T.C 11.U.V 11.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+tɔ⁵³	0	105 103	38	10	q o ³⁵ + t ɔ ⁵³	i n t + i n t	105 3357	36	_axe AXE	2254	6
2255	NorthernQiandong-336_axe-1	Hmongic	AXE	axe	斧子	NorthernQiandong	Qiandong, North	nort2747	t o ⁴⁴	677	211	阴去	⁴⁴	NorthernQiandongMiao	t o ⁵	0	1123	1 7 8	AXT	TU5	7	7.T.C 7.U.V 7.5.T	1.6 3.0 1.0	to⁴⁴	0	103	37	10	t o ⁴⁴	i n t	3357	36	AXE	2255	6
2256	WesternBaheng-336_axe-1	Hmongic	AXE	axe	斧子	WesternBaheng	Baheng, West	pahn1237	t ei ⁵⁵	677	211	阴去	⁵⁵	PaHng	t i ⁵	0	1129	1 7 8	AXT	TE5	9	9.T.C 9.E.V 9.5.T	1.6 3.0 1.0	tei⁵⁵	0	103	37	10	t ei ⁵⁵	i n t	3357	36	AXE	2256	6
2257	EasternBaheng-336_axe-1	Hmongic	AXE	axe	斧子	EasternBaheng	Baheng, East	pahn1237	t i ⁵⁵	677	211	阴去.*阴平	⁵⁵	PaHng	t i ⁵	0	1129	1 7 8	AXT	TI5	2	2.T.C 2.I.V 2.5.T	1.6 3.0 1.0	ti⁵⁵	0	103	37	10	t i ⁵⁵	i n t	3357	36	AXE	2257	6
2258	Jiongnai-336_axe-1	Hmongic	AXE	axe	斧子	Jiongnai	Jiongnai	jion1236	ð ei ³⁵	677	211	阴去.*阴去.*阳去	³⁵	JiongnaiBunu	ð ei ⁵	0	1128	3 7 8	AXT	DE2	4	4.D.C 4.E.V 4.2.T	1.6 3.0 1.0	ðei³⁵	0	103	37	10	ð ei ³⁵	i n t	3357	36	AXE	2258	6
2259	Mien-336_axe-1	Mienic	AXE	axe	斧子	Mien	Mien	iumi1238	p əu ⁵³	677	16	阴上	⁵³	luMien	p ou ³	0	92	1 7 8	AXT	PE3	6	6.P.C 6.E.V 6.3.T	1.6 3.0 1.0	pəu⁵³	0	102	39	9	p əu ⁵³	i n t	102	37	AXE	2259	6
2260	KimMun-336_axe-1	Mienic	AXE	axe	斧子	KimMun	Kim Mun	kimm1245	ˀp oːu ⁵¹	677	16	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	p ɔu ³	0	93	1 7 8	AXT	PU3	5	5.P.C 5.U.V 5.3.T	1.6 3.0 1.0	ˀpoːu⁵¹	0	102	39	9	ˀp oːu ⁵¹	i n t	102	37	AXE	2260	6
2261	BiaoMin-336_axe-1	Mienic	AXE	axe	斧子	BiaoMin	Biao Min	biao1254	b əu ³⁵	677	16	阴上	³⁵	BiaoMon	b əu ³	0	94	1 7 8	AXT	PE2	1	1.P.C 1.E.V 1.2.T	1.6 3.0 1.0	bəu³⁵	0	102	39	9	b əu ³⁵	i n t	102	37	AXE	2261	6
2262	ZaoMin-336_axe-1	Mienic	AXE	axe	斧子	ZaoMin	Zao Min	dzao1238	b u ²⁴	677	16	阴上.*阳平	²⁴	DzaoMin	p u ³	0	95	1 7 8	AXT	PY2	13	13.P.C 13.Y.V 13.2.T	1.6 3.0 1.0	bu²⁴	0	102	39	9	b u ²⁴	i n t	102	37	AXE	2262	6
270	WhiteHmong-1088_bad-1	Hmongic	BAD	bad		WhiteHmong	White Hmong	hmon1333	pʰ e ²¹³	1292	38	阳上	²¹³	HmongDaw	p u/w a ⁴	0	190	1 7 8	AXT	PE6	12	12.P.C 12.E.V 12.6.T	1.6 3.0 1.0	pʰe²¹³	0	125	40	17	pʰ e ²¹³	i n t	125	41	BAD	270	7
3397	EasternLuobuohe-595_bad-1	Hmongic	BAD	bad	坏	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ts a ⁵⁵	1292	38	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	Luopohe	v u ᴮ/²	0	192	1 7 8 9 2 7 8	AXT_AXT	TE6_CA5	3	3.T.C 3.E.V 3.6.T 3._._ 3.C.C 3.A.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+tsa⁵⁵	0	120 121	41	13	t ə ⁰/² + ts a ⁵⁵	i n t + i n t	120 121	43	_bad BAD	3397	7
3398	WesternLuobuohe-595_bad-1	Hmongic	BAD	bad	坏	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ts ɑ ⁵⁵	1292	38	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	Luopohe	v u ᴮ/²	0	192	1 7 8 9 2 7 8	AXT_AXT	TE6_CA5	10	10.T.C 10.E.V 10.6.T 10._._ 10.C.C 10.A.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+tsɑ⁵⁵	0	120 121	41	13	t ə ⁰/² + ts ɑ ⁵⁵	i n t + i n t	120 121	43	_bad BAD	3398	7
3399	SouthernGuizhouChuanqiandian-595_bad-1	Hmongic	BAD	bad	坏	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	p ə ¹¹	1292	38	阳上	¹¹	CentralMashanHmong	p əa ⁴	0	191	1 7 8	AXT	PE1	8	8.P.C 8.E.V 8.1.T	1.6 3.0 1.0	pə¹¹	0	125	40	17	p ə ¹¹	i n t	125	41	BAD	3399	7
3400	WesternXiangxi-595_bad-1	Hmongic	BAD	bad	坏	WesternXiangxi	Xiangxi, West	west2430	tɕ ɑ ⁴⁴	1292	38	阴上.阴入.*阴平	⁴⁴	WesternXiangxiMiao	p ɑ ⁴	0	189	2 7 8	AXT	CA5	11	11.C.C 11.A.V 11.5.T	1.6 3.0 1.0	tɕɑ⁴⁴	0	121	42	13	tɕ ɑ ⁴⁴	i n t	121	43	BAD	3400	7
3401	NorthernQiandong-595_bad-1	Hmongic	BAD	bad	坏	NorthernQiandong	Qiandong, North	nort2747	ʑ a ŋ ³¹	1292	0	阳入.*阳平	³¹	NorthernQiandongMiao				3 7 4 8	AXLT	SAN3	7	7.S.C 7.A.V 7.N.c 7.3.T	1.6 3.0 1.1 1.0	ʑaŋ³¹	0	124	43	16	ʑ a ŋ ³¹	i n c t	124	47	BAD	3401	7
3402	NorthernQiandong-595_bad-2	Hmongic	BAD	bad	坏	NorthernQiandong	Qiandong, North	nort2747	q a ³³ + ɬʲ a ⁵⁵	1292	38	阴平.*阴平 0	³³ ⁵⁵	NorthernQiandongMiao	p a ⁴	0	188	1 7 8 9 5 7 8	AXT_AXT	KA4_LA5	7	7.K.C 7.A.V 7.4.T 7._._ 7.L.C 7.A.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa³³+ɬʲa⁵⁵	0	119 126	44	12	q a ³³ + ɬʲ a ⁵⁵	i n t + i n t	119 126	42	BAD _bad	3402	7
3403	WesternBaheng-595_bad-1	Hmongic	BAD	bad	坏	WesternBaheng	Baheng, West	pahn1237	p ei ¹¹	1292	0	阳上	¹¹	PaHng				1 7 8	AXT	PE1	9	9.P.C 9.E.V 9.1.T	1.6 3.0 1.0	pei¹¹	0	125	40	17	p ei ¹¹	i n t	125	41	BAD	3403	7
3404	EasternBaheng-595_bad-1	Hmongic	BAD	bad	坏	EasternBaheng	Baheng, East	pahn1237	ɕ a ³⁵	1292	0	阴平.*阴去.*阴入.*阳入	³⁵	PaHng				3 7 8	AXT	SA2	2	2.S.C 2.A.V 2.2.T	1.6 3.0 1.0	ɕa³⁵	0	119	45	12	ɕ a ³⁵	i n t	119	42	BAD	3404	7
3405	Jiongnai-595_bad-1	Hmongic	BAD	bad	坏	Jiongnai	Jiongnai	jion1236	w ei ³¹	1292	0	阳上.*阳平	³¹	JiongnaiBunu				6 7 8	AXT	WE3	4	4.W.C 4.E.V 4.3.T	1.6 3.0 1.0	wei³¹	0	122	46	14	w ei ³¹	i n t	122	44	BAD	3405	7
3406	Mien-595_bad-1	Mienic	BAD	bad	坏	Mien	Mien	iumi1238	w aːi ²¹	1292	0	阳去	²¹	luMien				6 7 8	AXT	WA3	6	6.W.C 6.A.V 6.3.T	1.6 3.0 1.0	waːi²¹	0	122	46	14	w aːi ²¹	i n t	122	44	BAD	3406	7
3407	KimMun-595_bad-1	Mienic	BAD	bad	坏	KimMun	Kim Mun	kimm1245	h u ⁵¹	1292	0	阴上.阳上.*阴上.*阳上	⁵¹	KimMun				3 7 8	AXT	HY3	5	5.H.C 5.Y.V 5.3.T	1.6 3.0 1.0	hu⁵¹	0	123	47	15	h u ⁵¹	i n t	123	46	BAD	3407	7
3408	KimMun-595_bad-2	Mienic	BAD	bad	坏	KimMun	Kim Mun	kimm1245	ˀp ai ⁴²	1292	0	阴去.阳去.阴入.阳入	⁴²	KimMun				1 7 8	AXT	PA3	5	5.P.C 5.A.V 5.3.T	1.6 3.0 1.0	ˀpai⁴²	0	125	40	17	ˀp ai ⁴²	i n t	125	41	BAD	3408	7
3409	BiaoMin-595_bad-1	Mienic	BAD	bad	坏	BiaoMin	Biao Min	biao1254	tsʰ a ³³	1292	0	阴平.*阴平	³³	BiaoMon				2 7 8	AXT	CA4	1	1.C.C 1.A.V 1.4.T	1.6 3.0 1.0	tsʰa³³	0	119	45	12	tsʰ a ³³	i n t	119	42	BAD	3409	7
3410	ZaoMin-595_bad-1	Mienic	BAD	bad	坏	ZaoMin	Zao Min	dzao1238	v ai ²²	1292	0	阳去.阳入	²²	DzaoMin				3 7 8	AXT	BA1	13	13.B.C 13.A.V 13.1.T	1.6 3.0 1.0	vai²²	0	122	46	14	v ai ²²	i n t	122	44	BAD	3410	7
149	WhiteHmong-634_thebamboo-1	Hmongic	BAMBOO	the bamboo		WhiteHmong	White Hmong	hmon1333	ɕ o ŋ ⁵⁵	1927	379	阴平	⁵⁵	HmongDaw	ʰl̥ ɔ ³	0	1898	3 7 4 8	AXLT	SUN5	12	12.S.C 12.U.V 12.N.c 12.5.T	1.6 3.0 1.1 1.0	ɕoŋ⁵⁵	0	145	48	23	ɕ o ŋ ⁵⁵	i n c t	145	56	BAMBOO	149	8
1717	EasternLuobuohe-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʔ a ⁰/² + ȵ o ³¹	1927	0	轻声 阴平.阳平.*阳平	⁰/² ³¹	Luopohe				1 7 8 9 4 7 8	AXT_AXT	HA6_NU3	3	3.H.C 3.A.V 3.6.T 3._._ 3.N.C 3.U.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔa⁰/²+ȵo³¹	0	140 141	49	20	ʔ - a ⁰/² + ȵ o ³¹	i n t + i n t	22 141	51	BAMBOO _bamboo	1717	8
1718	WesternLuobuohe-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ȵ̥ o ³¹	1927	0	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe				1 7 8 9 4 7 8	AXT_AXT	HE6_NU3	10	10.H.C 10.E.V 10.6.T 10._._ 10.N.C 10.U.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+ȵ̥o³¹	0	140 141	49	20	ʔ - ə ⁰/² + ȵ̥ o ³¹	i n t + i n t	22 141	51	BAMBOO _bamboo	1718	8
1719	SouthernGuizhouChuanqiandian-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʈ ə ²¹	1927	424	阳入.*阳平	²¹	CentralMashanHmong	ʈ ə ⁸/²⁴	0	2081	1 7 8	AXT	TE3	8	8.T.C 8.E.V 8.3.T	1.6 3.0 1.0	ʈə²¹	0	143	50	22	ʈ ə ²¹	i n t	143	54	BAMBOO	1719	8
1720	WesternXiangxi-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ɬ o ⁴⁴	1927	379	阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	WesternXiangxiMiao	l̥ʰ o ³	1	1897	1 7 8 9 5 7 8	AXT_AXT	KU2_LU5	11	11.K.C 11.U.V 11.2.T 11._._ 11.L.C 11.U.V 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+ɬo⁴⁴	0	144 138	51	18	q o ³⁵ + ɬ o ⁴⁴	i n t + i n t	144 138	49	_bamboo BAMBOO	1720	8
1721	NorthernQiandong-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	NorthernQiandong	Qiandong, North	nort2747	ɬʰ o ³⁵	1927	379	阴上	³⁵	NorthernQiandongMiao	l̥ʰ o ³	0	1896	5 7 8	AXT	LU2	7	7.L.C 7.U.V 7.2.T	1.6 3.0 1.0	ɬʰo³⁵	0	138	52	18	ɬʰ o ³⁵	i n t	138	49	BAMBOO	1721	8
1722	WesternBaheng-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	WesternBaheng	Baheng, West	pahn1237	p o ³³	1927	0	阳平	³³	PaHng				1 7 8	AXT	PU4	9	9.P.C 9.U.V 9.4.T	1.6 3.0 1.0	po³³	0	139	53	19	p o ³³	i n t	139	50	BAMBOO	1722	8
1723	EasternBaheng-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	EasternBaheng	Baheng, East	pahn1237	p o ³³	1927	0	阳平.*阳平	³³	PaHng				1 7 8	AXT	PU4	2	2.P.C 2.U.V 2.4.T	1.6 3.0 1.0	po³³	0	139	53	19	p o ³³	i n t	139	50	BAMBOO	1723	8
1724	Jiongnai-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	Jiongnai	Jiongnai	jion1236	p l i ⁴⁴	1927	0	阴平.*阴平	⁴⁴	JiongnaiBunu				1 5 7 8	ACXT	PLI5	4	4.P.C 4.L.C 4.I.V 4.5.T	1.6 1.2 3.0 1.0	pli⁴⁴	0	142	54	21	p l i ⁴⁴	i m n t	142	53	BAMBOO	1724	8
1725	Mien-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	Mien	Mien	iumi1238	ɬ au ⁵³	1927	379	阴上	⁵³	luMien	l̥ au ³	0	1899	5 7 8	AXT	LA3	6	6.L.C 6.A.V 6.3.T	1.6 3.0 1.0	ɬau⁵³	0	138	52	18	ɬ au ⁵³	i n t	138	49	BAMBOO	1725	8
1726	KimMun-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	KimMun	Kim Mun	kimm1245	l au ⁵¹	1927	379	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	l ɔu ³	0	1900	5 7 8	AXT	LA3	5	5.L.C 5.A.V 5.3.T	1.6 3.0 1.0	lau⁵¹	0	138	52	18	l au ⁵¹	i n t	138	49	BAMBOO	1726	8
1727	BiaoMin-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	BiaoMin	Biao Min	biao1254	ɬ au ³⁵	1927	379	阴上	³⁵	BiaoMon	ɬ au ³	0	1901	5 7 8	AXT	LA2	1	1.L.C 1.A.V 1.2.T	1.6 3.0 1.0	ɬau³⁵	0	138	52	18	ɬ au ³⁵	i n t	138	49	BAMBOO	1727	8
1728	ZaoMin-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	ZaoMin	Zao Min	dzao1238	l au ²⁴	1927	379	阴上.*阳平	²⁴	DzaoMin	l au ³	0	1902	5 7 8	AXT	LA2	13	13.L.C 13.A.V 13.2.T	1.6 3.0 1.0	lau²⁴	0	138	52	18	l au ²⁴	i n t	138	49	BAMBOO	1728	8
1858	EasternLuobuohe-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿb j a ²⁴	2494	187	轻声 阴去.阳去.*阴去.*阳去	⁰/⁵ ²⁴	Luopohe	ⁿp j a ᶜ/³	1	933	1 7 8 9 1 6 7 8	AXT_ACXT	KU6_PJA2	3	3.K.C 3.U.V 3.6.T 3._._ 3.P.C 3.J.C 3.A.V 3.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	qo⁰/⁵+ⁿbja²⁴	0	156 155	55	24	q o ⁰/⁵ + ⁿb j a ²⁴	i n t + i m n t	156 155	57	_bamboo BAMBOO	1858	9
