ID	LEXIBANK_ID	SUBGROUP	CONCEPT	CONCEPT_IN_SOURCE	CHINESE_GLOSS	DOCULECT	DOCULECT_NAME	GLOTTOCODE	TOKENS	CONCEPTICON	COGID	TONE_CLASS	TONE_VALUE	RATLIFF_LANGUAGE	RATLIFF_TOKENS	RATLIFF_INDEX	RATLIFF_COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	STRICTID	LOOSEID
3402	NorthernQiandong-595_bad-2	Hmongic	BAD	bad	坏	NorthernQiandong	Qiandong, North	nort2747	q a ³³ + ɬʲ a ⁵⁵	1292	38	阴平.*阴平 0	³³ ⁵⁵	NorthernQiandongMiao	p a ⁴	0	188	1 7 8 9 5 7 8	AXT_AXT	KA4_LA5	7	7.K.C 7.A.V 7.4.T 7._._ 7.L.C 7.A.V 7.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qa³³+ɬʲa⁵⁵	0	86 87	25	10
149	WhiteHmong-634_thebamboo-1	Hmongic	BAMBOO	the bamboo		WhiteHmong	White Hmong	hmon1333	ɕ o ŋ ⁵⁵	1927	379	阴平	⁵⁵	HmongDaw	ʰl̥ ɔ ³	0	1898	3 7 4 8	AXLT	SUN5	12	12.S.C 12.U.V 12.N.c 12.5.T	1.6 3.0 1.1 1.0	ɕoŋ⁵⁵	0	97	26	14
1719	SouthernGuizhouChuanqiandian-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʈ ə ²¹	1927	424	阳入.*阳平	²¹	CentralMashanHmong	ʈ ə ⁸/²⁴	0	2081	1 7 8	AXT	TE3	8	8.T.C 8.E.V 8.3.T	1.6 3.0 1.0	ʈə²¹	0	95	27	13
1720	WesternXiangxi-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	WesternXiangxi	Xiangxi, West	west2430	q o ³⁵ + ɬ o ⁴⁴	1927	379	阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	WesternXiangxiMiao	l̥ʰ o ³	1	1897	1 7 8 9 5 7 8	AXT_AXT	KU2_LU5	11	11.K.C 11.U.V 11.2.T 11._._ 11.L.C 11.U.V 11.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo³⁵+ɬo⁴⁴	0	96 94	28	12
1721	NorthernQiandong-217_bamboo-1	Hmongic	BAMBOO	bamboo	竹子	NorthernQiandong	Qiandong, North	nort2747	ɬʰ o ³⁵	1927	379	阴上	³⁵	NorthernQiandongMiao	l̥ʰ o ³	0	1896	5 7 8	AXT	LU2	7	7.L.C 7.U.V 7.2.T	1.6 3.0 1.0	ɬʰo³⁵	0	94	29	12
1725	Mien-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	Mien	Mien	iumi1238	ɬ au ⁵³	1927	379	阴上	⁵³	luMien	l̥ au ³	0	1899	5 7 8	AXT	LA3	6	6.L.C 6.A.V 6.3.T	1.6 3.0 1.0	ɬau⁵³	0	94	29	12
1726	KimMun-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	KimMun	Kim Mun	kimm1245	l au ⁵¹	1927	379	阴上.阳上.*阴上.*阳上	⁵¹	KimMun	l ɔu ³	0	1900	5 7 8	AXT	LA3	5	5.L.C 5.A.V 5.3.T	1.6 3.0 1.0	lau⁵¹	0	94	29	12
1727	BiaoMin-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	BiaoMin	Biao Min	biao1254	ɬ au ³⁵	1927	379	阴上	³⁵	BiaoMon	ɬ au ³	0	1901	5 7 8	AXT	LA2	1	1.L.C 1.A.V 1.2.T	1.6 3.0 1.0	ɬau³⁵	0	94	29	12
1728	ZaoMin-217_bamboo-1	Mienic	BAMBOO	bamboo	竹子	ZaoMin	Zao Min	dzao1238	l au ²⁴	1927	379	阴上.*阳平	²⁴	DzaoMin	l au ³	0	1902	5 7 8	AXT	LA2	13	13.L.C 13.A.V 13.2.T	1.6 3.0 1.0	lau²⁴	0	94	29	12
1858	EasternLuobuohe-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ⁿb j a ²⁴	2494	187	轻声 阴去.阳去.*阴去.*阳去	⁰/⁵ ²⁴	Luopohe	ⁿp j a ᶜ/³	1	933	1 7 8 9 1 6 7 8	AXT_ACXT	KU6_PJA2	3	3.K.C 3.U.V 3.6.T 3._._ 3.P.C 3.J.C 3.A.V 3.2.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	qo⁰/⁵+ⁿbja²⁴	0	105 104	30	15
1859	WesternLuobuohe-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + ⁿb a ³⁵	2494	187	轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	Luopohe	ⁿp j a ᶜ/³	1	933	1 7 8 9 1 7 8	AXT_AXT	HE6_PA2	10	10.H.C 10.E.V 10.6.T 10._._ 10.P.C 10.A.V 10.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+ⁿba³⁵	0	108 104	31	15
1860	SouthernGuizhouChuanqiandian-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿp ʐ ə ¹³	2494	187	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	ⁿp ʐ əa ⁶/¹³	0	932	1 3 7 8	ACXT	PSE2	8	8.P.C 8.S.C 8.E.V 8.2.T	1.6 1.2 3.0 1.0	ⁿpʐə¹³	0	104	32	15
1861	WesternXiangxi-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	WesternXiangxi	Xiangxi, West	west2430	m ʐ ɑ ⁴²	2494	187	0	⁴²	WesternXiangxiMiao	m ʐ ɑ ⁶/¹³	0	930	4 3 7 8	ACYT	MSA3	11	11.M.C 11.S.C 11.A.V 11.3.T	1.6 1.2 3.0 1.0	mʐɑ⁴²	0	104	32	15
1862	NorthernQiandong-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	NorthernQiandong	Qiandong, North	nort2747	z a ¹³	2494	187	阴入.*阴去.*阳去	¹³	NorthernQiandongMiao	z a ⁶/¹³	0	929	3 7 8	AXT	SA2	7	7.S.C 7.A.V 7.2.T	1.6 3.0 1.0	za¹³	0	106	33	16
1863	WesternBaheng-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	WesternBaheng	Baheng, West	pahn1237	nʲ ei ⁴⁴	2494	187	阳去	⁴⁴	PaHng	m j e ⁶/¹³	0	935	4 7 8	AXT	NE5	9	9.N.C 9.E.V 9.5.T	1.6 3.0 1.0	nʲei⁴⁴	0	107	34	17
1864	EasternBaheng-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	EasternBaheng	Baheng, East	pahn1237	ⁿp j e ³¹	2494	187	阳去.阳入	³¹	PaHng	m j e ⁶/¹³	0	935	1 6 7 8	ACXT	PJE3	2	2.P.C 2.J.C 2.E.V 2.3.T	1.6 1.2 3.0 1.0	ⁿpje³¹	0	104	32	15
1865	Jiongnai-239_bambooshoot-1	Hmongic	BAMBOO SHOOT	bamboo shoot	笋	Jiongnai	Jiongnai	jion1236	ⁿp j a ¹¹	2494	187	阳去	¹¹	JiongnaiBunu	ⁿp j a ⁶/¹³	0	934	1 6 7 8	ACXT	PJA1	4	4.P.C 4.J.C 4.A.V 4.1.T	1.6 1.2 3.0 1.0	ⁿpja¹¹	0	104	32	15
1866	Mien-239_bambooshoot-1	Mienic	BAMBOO SHOOT	bamboo shoot	笋	Mien	Mien	iumi1238	b ai ²¹	2494	187	阳去	²¹	luMien	b j e ⁶/¹³	0	936	1 7 8	AXT	PA3	6	6.P.C 6.A.V 6.3.T	1.6 3.0 1.0	bai²¹	0	104	32	15
1867	KimMun-239_bambooshoot-1	Mienic	BAMBOO SHOOT	bamboo shoot	笋	KimMun	Kim Mun	kimm1245	b j ai ⁴²	2494	187	阴去.阳去.阴入.阳入	⁴²	KimMun	b j ai ⁶/¹³	0	937	1 6 7 8	ACXT	PJA3	5	5.P.C 5.J.C 5.A.V 5.3.T	1.6 1.2 3.0 1.0	bjai⁴²	0	104	32	15
1868	BiaoMin-239_bambooshoot-1	Mienic	BAMBOO SHOOT	bamboo shoot	笋	BiaoMin	Biao Min	biao1254	b l ai ⁴²	2494	187	阳上.阳去	⁴²	BiaoMon	b l ai ⁶/¹³	0	938	1 5 7 8	ACXT	PLA3	1	1.P.C 1.L.C 1.A.V 1.3.T	1.6 1.2 3.0 1.0	blai⁴²	0	104	32	15
1869	ZaoMin-239_bambooshoot-1	Mienic	BAMBOO SHOOT	bamboo shoot	笋	ZaoMin	Zao Min	dzao1238	b e ²²	2494	187	阳去.阳入	²²	DzaoMin	b ɛi ⁶/¹³	0	939	1 7 8	AXT	PE1	13	13.P.C 13.E.V 13.1.T	1.6 3.0 1.0	be²²	0	104	32	15
4066	Mien-727_barkofdog-1	Mienic	BARKING	bark (of dog)	吠	Mien	Mien	iumi1238	h əu ²¹	1206	572	阳去	²¹	luMien	tɕ u ŋ ⁵¹	0	2816	3 7 8	AXT	HE3	6	6.H.C 6.E.V 6.3.T	1.6 3.0 1.0	həu²¹	0	121	35	20
4067	KimMun-727_barkofdog-1	Mienic	BARKING	bark (of dog)	吠	KimMun	Kim Mun	kimm1245	tʃ uː ŋ ⁵⁵	1206	572	阴上.阳上.阴入.阳入	⁵⁵	KimMun	ȶ u ŋ ⁵	0	2817	1 7 4 8	AXLT	TYN5	5	5.T.C 5.Y.V 5.N.c 5.5.T	1.6 3.0 1.1 1.0	tʃuːŋ⁵⁵	0	120	36	19
4068	BiaoMin-727_barkofdog-1	Mienic	BARKING	bark (of dog)	吠	BiaoMin	Biao Min	biao1254	d ɥ ə ²⁴	1206	572	阴去.*阴去.*阳去	²⁴	BiaoMon	ɖ w ə ⁵	0	2818	1 6 7 8	ACXT	TJE2	1	1.T.C 1.J.C 1.E.V 1.2.T	1.6 1.2 3.0 1.0	dɥə²⁴	0	119	37	18
2169	EasternLuobuohe-320_cowshed-1	Hmongic	BARN OR SHED	cowshed	牛圈	EasternLuobuohe	Luobuohe, Eastern	luop1235	ⁿg a ³¹ + ʑ u ⁵⁵	3025	470	阴平.阳平.*阳平 阴上.阳上.*阴上.*阳上	³¹ ⁵⁵	Luopohe	wj/ɥ a ŋ ᴮ/²	0	2324	1 7 8 9 3 7 8	AXT_AXT	KA3_SY5	3	3.K.C 3.A.V 3.3.T 3._._ 3.S.C 3.Y.V 3.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿga³¹+ʑu⁵⁵	0	124 125	38	21
2170	WesternLuobuohe-320_cowshed-1	Hmongic	BARN OR SHED	cowshed	牛圈	WesternLuobuohe	Luobuohe, Western	luop1235	ⁿg ɑ ³¹ + ʑ u ⁵⁵	3025	470	阴平.阳平.阴入.阳入.*阳平 阴上.阳上.*阴平.*阴上.*阳上	³¹ ⁵⁵	Luopohe	wj/ɥ a ŋ ᴮ/²	0	2324	1 7 8 9 3 7 8	AXT_AXT	KA3_SY5	10	10.K.C 10.A.V 10.3.T 10._._ 10.S.C 10.Y.V 10.5.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿgɑ³¹+ʑu⁵⁵	0	124 125	38	21
2171	SouthernGuizhouChuanqiandian-320_cowshed-1	Hmongic	BARN OR SHED	cowshed	牛圈	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk a ⁵³ + ŋ u ⁵³	3025	470	阳平 阳平	⁵³ ⁵³	CentralMashanHmong	ʐ o ŋ ⁴	0	2323	1 7 8 9 4 7 8	AXT_AXT	KA3_NY3	8	8.K.C 8.A.V 8.3.T 8._._ 8.N.C 8.Y.V 8.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿka⁵³+ŋu⁵³	0	124 126	39	21
2172	WesternXiangxi-320_cowshed-1	Hmongic	BARN OR SHED	cowshed	牛圈	WesternXiangxi	Xiangxi, West	west2430	ʈ o ŋ ³¹ + ʑ u ²²	3025	470	阳平.*阳平 0	³¹ ²²	WesternXiangxiMiao	ʐ e ⁴	1	2322	1 7 4 8 9 3 7 8	AXLT_AXT	TUN3_SY1	11	11.T.C 11.U.V 11.N.c 11.3.T 11._._ 11.S.C 11.Y.V 11.1.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ʈoŋ³¹+ʑu²²	0	127 125	40	21
2178	Mien-320_cowshed-1	Mienic	BARN OR SHED	cowshed	牛圈	Mien	Mien	iumi1238	ŋ u ŋ ³¹ + l aː n ³¹	3025	470	阳平 阳平	³¹ ³¹	luMien	g a m ⁴	1	2325	4 7 4 8 9 5 7 4 8	AXLT_AXLT	NYN3_LAN3	6	6.N.C 6.Y.V 6.N.c 6.3.T 6._._ 6.L.C 6.A.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	ŋuŋ³¹+laːn³¹	0	126 123	41	21
2179	KimMun-320_cowshed-1	Mienic	BARN OR SHED	cowshed	牛圈	KimMun	Kim Mun	kimm1245	ŋ oː ŋ ³³ + g j aː n ³³	3025	470	阴平.阳平.*阴平 阴平.阳平.*阴平	³³ ³³	KimMun	g j a m ⁴	1	2326	4 7 4 8 9 1 6 7 4 8	AXLT_ACXLT	NUN4_KJAN4	5	5.N.C 5.U.V 5.N.c 5.4.T 5._._ 5.K.C 5.J.C 5.A.V 5.N.c 5.4.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ŋoːŋ³³+gjaːn³³	0	126 123	41	21
2180	BiaoMin-320_cowshed-1	Mienic	BARN OR SHED	cowshed	牛圈	BiaoMin	Biao Min	biao1254	g l a n ³¹	3025	470	阳平.*阳平	³¹	BiaoMon	l a n ⁴	0	2327	1 5 7 4 8	ACXLT	KLAN3	1	1.K.C 1.L.C 1.A.V 1.N.c 1.3.T	1.6 1.2 3.0 1.1 1.0	glan³¹	0	123	42	21
2181	ZaoMin-320_cowshed-1	Mienic	BARN OR SHED	cowshed	牛圈	ZaoMin	Zao Min	dzao1238	ŋ̍ */ə ŋ ⁵³ + ʑ u ⁵³	3025	470	阳平.*阴去.*阳去 阳平.*阴去.*阳去	⁵³ ⁵³	DzaoMin	dz u m ⁴	1	2328	4 7 4 8 9 3 7 8	AXLT_AXT	NEN3_SY3	13	13.N.C 13.E.V 13.N.c 13.3.T 13._._ 13.S.C 13.Y.V 13.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	ŋ̍*/əŋ⁵³+ʑu⁵³	0	126 125	43	21
290	WhiteHmong-1371_tobe-1	Hmongic	BE	to be		WhiteHmong	White Hmong	hmon1333	j o ³¹	1579	654	阳平.阳上.阳去	³¹	HmongDaw	j ɔ ⁶/¹³	0	3188	6 7 8	AXT	JU3	12	12.J.C 12.U.V 12.3.T	1.6 3.0 1.0	jo³¹	0	140	44	23
4564	EasternLuobuohe-798_becopula-1	Hmongic	BE	be (copula)	是	EasternLuobuohe	Luobuohe, Eastern	luop1235	ʑ u ŋ ²⁴	1579	654	阴去.阳去.*阴去.*阳去	²⁴	Luopohe	ʑ o ŋ ᶜ/³	0	3190	3 7 4 8	AXLT	SYN2	3	3.S.C 3.Y.V 3.N.c 3.2.T	1.6 3.0 1.1 1.0	ʑuŋ²⁴	0	139	45	22
4565	WesternLuobuohe-798_becopula-1	Hmongic	BE	be (copula)	是	WesternLuobuohe	Luobuohe, Western	luop1235	ʑ o ŋ ³⁵	1579	654	阴去.阳去.*阴去.*阳去	³⁵	Luopohe	ʑ o ŋ ᶜ/³	0	3190	3 7 4 8	AXLT	SUN2	10	10.S.C 10.U.V 10.N.c 10.2.T	1.6 3.0 1.1 1.0	ʑoŋ³⁵	0	139	45	22
4566	SouthernGuizhouChuanqiandian-798_becopula-1	Hmongic	BE	be (copula)	是	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ʑ o ŋ ¹³	1579	654	阳去.阴入.*阴去.*阳去	¹³	CentralMashanHmong	ʑ o ŋ ⁶/¹³	0	3189	3 7 4 8	AXLT	SUN2	8	8.S.C 8.U.V 8.N.c 8.2.T	1.6 3.0 1.1 1.0	ʑoŋ¹³	0	139	45	22
4569	WesternBaheng-798_becopula-1	Hmongic	BE	be (copula)	是	WesternBaheng	Baheng, West	pahn1237	s ei ⁴²	1579	654	阳入	⁴²	PaHng	ȵ ɯ ⁶/¹³	0	3191	3 7 8	AXT	SE3	9	9.S.C 9.E.V 9.3.T	1.6 3.0 1.0	sei⁴²	0	139	45	22
4570	EasternBaheng-798_becopula-1	Hmongic	BE	be (copula)	是	EasternBaheng	Baheng, East	pahn1237	ɕ i ⁵³	1579	654	阴入	⁵³	PaHng	ȵ ɯ ⁶/¹³	0	3191	3 7 8	AXT	SI3	2	2.S.C 2.I.V 2.3.T	1.6 3.0 1.0	ɕi⁵³	0	139	45	22
4572	Mien-798_becopula-1	Mienic	BE	be (copula)	是	Mien	Mien	iumi1238	ts ei ²³¹	1579	345	阳上	²³¹	luMien	tɕ ei ⁴	0	1739	2 7 8	AXT	CE6	6	6.C.C 6.E.V 6.6.T	1.6 3.0 1.0	tsei²³¹	0	139	45	22
4573	KimMun-798_becopula-1	Mienic	BE	be (copula)	是	KimMun	Kim Mun	kimm1245	tʃ ei ³¹	1579	345	阴上.阳上.阴去.阳去.*阳平	³¹	KimMun	ȶ ei ⁴	0	1740	1 7 8	AXT	TE3	5	5.T.C 5.E.V 5.3.T	1.6 3.0 1.0	tʃei³¹	0	139	45	22
4574	BiaoMin-798_becopula-1	Mienic	BE	be (copula)	是	BiaoMin	Biao Min	biao1254	t j əi ⁴²	1579	345	阳上.阳去	⁴²	BiaoMon	ȶ əi ⁴	0	1741	1 6 7 8	ACXT	TJE3	1	1.T.C 1.J.C 1.E.V 1.3.T	1.6 1.2 3.0 1.0	tjəi⁴²	0	139	45	22
4575	ZaoMin-798_becopula-1	Mienic	BE	be (copula)	是	ZaoMin	Zao Min	dzao1238	s ei ⁴⁴	1579	345	阴平.阳上.阴入.*阴平	⁴⁴	DzaoMin	s ɛi ⁴	0	1742	3 7 8	AXT	SE5	13	13.S.C 13.E.V 13.5.T	1.6 3.0 1.0	sei⁴⁴	0	139	45	22
84	WhiteHmong-355_tobealive-1	Hmongic	BE ALIVE	to be alive		WhiteHmong	White Hmong	hmon1333	tɕ i/j a ⁵³ + ʂ i/j ə ³³	1422	588	阳平 阴去	⁵³ ³³	HmongDaw	c i/j a ²	0	2898	2 6 7 8 9 3 6 7 8	ACXT_ACXT	CJA3_SJE4	12	12.C.C 12.J.C 12.A.V 12.3.T 12._._ 12.S.C 12.J.C 12.E.V 12.4.T	1.6 1.2 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tɕi/ja⁵³+ʂi/jə³³	0	152 153	46	25
3314	EasternLuobuohe-580_aliveliving-1	Hmongic	BE ALIVE	alive (living)	活	EasternLuobuohe	Luobuohe, Eastern	luop1235	t ə ⁰/² + ʑ e ³¹	1422	588	轻声 阴平.阳平.*阳平	⁰/² ³¹	Luopohe	ʑ i ᴬ/¹	1	2900	1 7 8 9 3 7 8	AXT_AXT	TE6_SE3	3	3.T.C 3.E.V 3.6.T 3._._ 3.S.C 3.E.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ʑe³¹	0	150 151	47	24
3315	WesternLuobuohe-580_aliveliving-1	Hmongic	BE ALIVE	alive (living)	活	WesternLuobuohe	Luobuohe, Western	luop1235	t ə ⁰/² + ʑ e ³¹	1422	588	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	ʑ i ᴬ/¹	1	2900	1 7 8 9 3 7 8	AXT_AXT	TE6_SE3	10	10.T.C 10.E.V 10.6.T 10._._ 10.S.C 10.E.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	tə⁰/²+ʑe³¹	0	150 151	47	24
3316	SouthernGuizhouChuanqiandian-580_aliveliving-1	Hmongic	BE ALIVE	alive (living)	活	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	tɕ e n ⁵³	1422	588	阳平	⁵³	CentralMashanHmong	tɕ ei n ²	0	2899	2 7 4 8	AXLT	CEN3	8	8.C.C 8.E.V 8.N.c 8.3.T	1.6 3.0 1.1 1.0	tɕen⁵³	0	152	48	25
96	WhiteHmong-399_tobehungry-1	Hmongic	BE HUNGRY	to be hungry		WhiteHmong	White Hmong	hmon1333	tʃʰ ai ⁵⁵ + p l a ⁵⁵	1533	535	阴平 阴平	⁵⁵ ⁵⁵	HmongDaw	ʈʂʰ ai ¹	0	2617	1 7 8 9 1 5 7 8	AXT_ACXT	TA5_PLA5	12	12.T.C 12.A.V 12.5.T 12._._ 12.P.C 12.L.C 12.A.V 12.5.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	tʃʰai⁵⁵+pla⁵⁵	0	158 161	49	26
3545	EasternLuobuohe-620_behungry-1	Hmongic	BE HUNGRY	be hungry	饿	EasternLuobuohe	Luobuohe, Eastern	luop1235	tsʰ e ³¹	1533	535	阴平.阳平.*阳平	³¹	Luopohe	tsʰ e ᴬ/¹	0	2619	2 7 8	AXT	CE3	3	3.C.C 3.E.V 3.3.T	1.6 3.0 1.0	tsʰe³¹	0	158	50	26
3546	WesternLuobuohe-620_behungry-1	Hmongic	BE HUNGRY	be hungry	饿	WesternLuobuohe	Luobuohe, Western	luop1235	tsʰ e ³¹	1533	535	阴平.阳平.阴入.阳入.*阳平	³¹	Luopohe	tsʰ e ᴬ/¹	0	2619	2 7 8	AXT	CE3	10	10.C.C 10.E.V 10.3.T	1.6 3.0 1.0	tsʰe³¹	0	158	50	26
3547	SouthernGuizhouChuanqiandian-620_behungry-1	Hmongic	BE HUNGRY	be hungry	饿	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	ⁿk ɪ ¹³ + ɳ ɔ ³⁵	1533	535	阳去.阴入.*阴去.*阳去 阴去	¹³ ³⁵	CentralMashanHmong	s e ¹ᵇ/¹	0	2618	1 7 8 9 4 7 8	AXT_AXT	KI2_NU2	8	8.K.C 8.I.V 8.2.T 8._._ 8.N.C 8.U.V 8.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ⁿkɪ¹³+ɳɔ³⁵	0	160 159	51	27
3548	WesternXiangxi-620_behungry-1	Hmongic	BE HUNGRY	be hungry	饿	WesternXiangxi	Xiangxi, West	west2430	ɕ i ³⁵	1533	535	阴平	³⁵	WesternXiangxiMiao	ɕ i ¹	0	2616	3 7 8	AXT	SI2	11	11.S.C 11.I.V 11.2.T	1.6 3.0 1.0	ɕi³⁵	0	158	50	26
3550	WesternBaheng-620_behungry-1	Hmongic	BE HUNGRY	be hungry	饿	WesternBaheng	Baheng, West	pahn1237	ŋ o ⁴²	1533	535	阳入	⁴²	PaHng	s a ¹	0	2620	4 7 8	AXT	NU3	9	9.N.C 9.U.V 9.3.T	1.6 3.0 1.0	ŋo⁴²	0	159	52	27
3551	EasternBaheng-620_behungry-1	Hmongic	BE HUNGRY	be hungry	饿	EasternBaheng	Baheng, East	pahn1237	ɕ ei ³⁵	1533	535	阴平.*阴去.*阴入.*阳入	³⁵	PaHng	s a ¹	0	2620	3 7 8	AXT	SE2	2	2.S.C 2.E.V 2.2.T	1.6 3.0 1.0	ɕei³⁵	0	158	50	26
3553	Mien-620_behungry-1	Mienic	BE HUNGRY	be hungry	饿	Mien	Mien	iumi1238	ŋ o ²¹	1533	535	阳去	²¹	luMien	ɕ a ¹	0	2621	4 7 8	AXT	NU3	6	6.N.C 6.U.V 6.3.T	1.6 3.0 1.0	ŋo²¹	0	159	52	27
3554	KimMun-620_behungry-1	Mienic	BE HUNGRY	be hungry	饿	KimMun	Kim Mun	kimm1245	ʃ a ¹¹	1533	535	阴平.阳平.阴入.阳入	¹¹	KimMun	s a ¹’/¹	0	2622	3 7 8	AXT	SA1	5	5.S.C 5.A.V 5.1.T	1.6 3.0 1.0	ʃa¹¹	0	158	50	26
1894	EasternLuobuohe-248_bean-1	Hmongic	BEAN OR PEA	bean	豆	EasternLuobuohe	Luobuohe, Eastern	luop1235	q o ⁰/⁵ + ʁ o ²⁴	2574	234	轻声 阴去.阳去.*阴去.*阳去	⁰/⁵ ²⁴	Luopohe	n o ᴰ/⁴	0	1246	1 7 8 9 5 7 8	AXT_AXT	KU6_RU2	3	3.K.C 3.U.V 3.6.T 3._._ 3.R.C 3.U.V 3.2.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	qo⁰/⁵+ʁo²⁴	0	171 170	53	28
1895	WesternLuobuohe-248_bean-1	Hmongic	BEAN OR PEA	bean	豆	WesternLuobuohe	Luobuohe, Western	luop1235	ʔ ə ⁰/² + n o ³¹	2574	234	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	Luopohe	n o ᴰ/⁴	1	1246	1 7 8 9 4 7 8	AXT_AXT	HE6_NU3	10	10.H.C 10.E.V 10.6.T 10._._ 10.N.C 10.U.V 10.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	ʔə⁰/²+no³¹	0	172 173	54	29
1896	SouthernGuizhouChuanqiandian-248_bean-1	Hmongic	BEAN OR PEA	bean	豆	SouthernGuizhouChuanqiandian	Chuanqiandian, Southern Guizhou	cent1394	t u ²¹	2574	234	阳入.*阳平	²¹	CentralMashanHmong	t u ⁸/²⁴	0	1245	1 7 8	AXT	TY3	8	8.T.C 8.Y.V 8.3.T	1.6 3.0 1.0	tu²¹	0	170	55	28
1898	NorthernQiandong-248_bean-1	Hmongic	BEAN OR PEA	bean	豆	NorthernQiandong	Qiandong, North	nort2747	t ə ³¹	2574	234	阳入.*阳平	³¹	NorthernQiandongMiao	t ə ⁸/²⁴	0	1243	1 7 8	AXT	TE3	7	7.T.C 7.E.V 7.3.T	1.6 3.0 1.0	tə³¹	0	170	55	28
1899	WesternBaheng-248_bean-1	Hmongic	BEAN OR PEA	bean	豆	WesternBaheng	Baheng, West	pahn1237	t u ⁴²	2574	234	阳入	⁴²	PaHng	t ɯ ⁸/²⁴	0	1248	1 7 8	AXT	TY3	9	9.T.C 9.Y.V 9.3.T	1.6 3.0 1.0	tu⁴²	0	170	55	28
1900	EasternBaheng-248_bean-1	Hmongic	BEAN OR PEA	bean	豆	EasternBaheng	Baheng, East	pahn1237	tʰ u ³¹	2574	234	阳去.阳入	³¹	PaHng	t ɯ ⁸/²⁴	0	1248	1 7 8	AXT	TY3	2	2.T.C 2.Y.V 2.3.T	1.6 3.0 1.0	tʰu³¹	0	170	55	28
1901	Jiongnai-248_bean-1	Hmongic	BEAN OR PEA	bean	豆	Jiongnai	Jiongnai	jion1236	t o ¹²	2574	234	阳入	¹²	JiongnaiBunu	t ɔ ⁸/²⁴	0	1247	1 7 8	AXT	TU2	4	4.T.C 4.U.V 4.2.T	1.6 3.0 1.0	to¹²	0	170	55	28
1902	Mien-248_bean-1	Mienic	BEAN OR PEA	bean	豆	Mien	Mien	iumi1238	t o p ²²	2574	234	阳入	²²	luMien	t o p ⁸/²⁴	0	1249	1 7 1 8	AXLT	TUP1	6	6.T.C 6.U.V 6.P.c 6.1.T	1.6 3.0 1.1 1.0	top²²	0	170	55	28
