ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	MORPHEMES	COGID	COGIDS	RATLIFF_COGID	RATLIFF_TOKENS	TONE_CLASS	TONE_VALUE	CROSSIDS	NOTE
2362	WesternXiangxi	FIREWOOD	firewood			q o ³⁵ + t ə ²²	_firewood FIREWOOD	63	2271 2270			阴平 0	³⁵ ²²	1278 2270	
2363	NorthernQiandong	FIREWOOD	firewood			t u ¹¹	FIREWOOD	63	2270			阳上	¹¹	2270	
2364	WesternBaheng	FIREWOOD	firewood			t au ¹¹	FIREWOOD	63	2270			阳上	¹¹	2270	
2365	EasternBaheng	FIREWOOD	firewood			t au ¹¹	FIREWOOD	63	2270			阳上	¹¹	2270	
2366	Jiongnai	FIREWOOD	firewood			ʃ i ⁴⁴	FIREWOOD	66	2272			阴平.*阴平	⁴⁴	2272	
2367	Mien	FIREWOOD	firewood			ts a ŋ ³¹	FIREWOOD	505	2269	505	θ aː ŋ ²	阳平	³¹	2269	
2368	KimMun	FIREWOOD	firewood			t a ŋ ³³	FIREWOOD	505	2269	505	tθ aː ŋ ²	阴平.阳平.*阴平	³³	2269	
2369	BiaoMin	FIREWOOD	firewood			ts a ŋ ³¹	FIREWOOD	505	2269	505	ts a ŋ ²	阳平.*阳平	³¹	2269	
2370	ZaoMin	FIREWOOD	firewood			h o ŋ ⁵³	FIREWOOD	505	2274	505	h ɔ ŋ ²	阳平.*阴去.*阳去	⁵³	2274	
16	WhiteHmong	PERSON	the person			n e ŋ ³¹	PERSON	308	4328	308	n ɛ ŋ ²	阳平.阳上.阳去	³¹	2937	
572	EasternLuobuohe	PERSON	human being			t ɑ ⁰/² + n a ³¹	_person PERSON	308	4329 4328	308	n a ᴬ/¹	轻声 阴平.阳平.*阳平	⁰/² ³¹	4329 2937	
573	WesternLuobuohe	PERSON	human being			t ə ⁰/² + n ɑ ³¹	_person PERSON	308	4329 4328	308	n a ᴬ/¹	轻声 阴平.阳平.阴入.阳入.*阳平	⁰/² ³¹	4329 2937	
574	SouthernGuizhouChuanqiandian	PERSON	human being			m ə ŋ ²²	PERSON	67	4327			阴平	²²	4327	
575	WesternXiangxi	PERSON	human being			n e ³¹	PERSON	308	4328	308	n e ²	阳平.*阳平	³¹	2937	
576	NorthernQiandong	PERSON	human being			n ɛ ⁵⁵	PERSON	308	4328	308	n ɛ ²	0	⁵⁵	2937	
577	WesternBaheng	PERSON	human being			ʔ a ⁰/³ + n e ³³	_person PERSON	308	4330 4328			轻声 阳平	⁰/³ ³³	4330 2937	
578	EasternBaheng	PERSON	human being			n ai ³³	PERSON	308	4328			阳平.*阳平	³³	2937	
579	Jiongnai	PERSON	human being			n ai ³³	PERSON	308	4328	308	n ai ²	阳平	³³	2937	
580	Mien	PERSON	human being			m j e ³¹	PERSON	67	4327			阳平	³¹	4327	
581	KimMun	PERSON	human being			m u n ³³	PERSON	67	4327			阴平.阳平.*阴平	³³	4327	
582	BiaoMin	PERSON	human being			m i n ³¹	PERSON	67	4327			阳平.*阳平	³¹	4327	
583	ZaoMin	PERSON	human being			m e n ⁵³	PERSON	67	4327			阳平.*阴去.*阳去	⁵³	4327	
17	WhiteHmong	HUSBAND	the husband			ts i ³⁴	HUSBAND	69	3227			阴上	³⁴	3227	
748	EasternLuobuohe	HUSBAND	husband			q o ⁰/⁵ + ʐ u ŋ ⁵⁵	_husband HUSBAND	68	3229 3230			轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	3229 3230	
749	WesternLuobuohe	HUSBAND	husband			ʔ ə ⁰/² + ʐ o ŋ ⁵⁵	_husband HUSBAND	68	3234 3230			轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	638 3230	
750	SouthernGuizhouChuanqiandian	HUSBAND	husband			ʂ ə ŋ ¹¹	HUSBAND	68	3230			阳上	¹¹	3230	
751	WesternXiangxi	HUSBAND	husband			p o ⁴⁴	HUSBAND	7	3226	7	p o ³	阴上.阴入.*阴平	⁴⁴	3226	
752	NorthernQiandong	HUSBAND	husband			ʑ u ¹³	HUSBAND	68	3230			阴入.*阴去.*阳去	¹³	3230	
753	WesternBaheng	HUSBAND	husband			ʔ a ⁰/³ + w ei ³¹	_husband HUSBAND	70	3234 3231			轻声 阴上	⁰/³ ³¹	638 3231	
754	EasternBaheng	HUSBAND	husband			tɕ i ³¹ + n ai ³³	HUSBAND _husband	69	3227 3228			阳去.阳入 阳平.*阳平	³¹ ³³	3227 3228	
755	Jiongnai	HUSBAND	husband			w e ⁵³	HUSBAND	70	3231			阴上.*阴上.*阳上	⁵³	3231	
756	Mien	HUSBAND	husband			g u ²⁴	HUSBAND	72	3233			阴去	²⁴	3233	
757	KimMun	HUSBAND	husband			l a ŋ ³³	HUSBAND	71	3232			阴平.阳平.*阴平	³³	3232	
758	BiaoMin	HUSBAND	husband			b u ³⁵	HUSBAND	7	3226	7	b u ³	阴上	³⁵	3226	
759	ZaoMin	HUSBAND	husband			tɕ a ŋ ²²	HUSBAND	498	3230			阳去.阳入	²²	3230	Borrowing (zhangfu)
18	WhiteHmong	WIFE	the wife			p o ⁵³ + n i/j a ²¹³	_wife WIFE	74	6646 6648			阳平 阳上	⁵³ ²¹³	6646 6647	Borrowing Chinese
760	EasternLuobuohe	WIFE	wife			q o ⁰/⁵ + ʂ ei ⁵⁵	_wife WIFE	73	6639 6641			轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	6639 6641	
761	WesternLuobuohe	WIFE	wife			ʔ ə ⁰/² + s i ⁵⁵	_wife WIFE	73	6645 6641			轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	6645 6641	
762	SouthernGuizhouChuanqiandian	WIFE	wife			ʐ æ ²³²	WIFE	73	6641			阴上	²³²	6641	
763	WesternXiangxi	WIFE	wife			ʔ ɯ ⁴⁴	WIFE	859	6641			阴上.阴入.*阴平	⁴⁴	6641	
764	NorthernQiandong	WIFE	wife			v i ⁵⁵	WIFE	859	6643	859	a ³	0	⁵⁵	6643	
765	NorthernQiandong	WIFE	wife			nʲ a ŋ ³³	WIFE	74	6648	0		阴平.*阴平	³³	6648	Borrowing Chinese
766	WesternBaheng	WIFE	wife			ʔ a ⁰/³ + m a ³³	_wife WIFE	75	6641 6644			轻声 阳平	⁰/³ ³³	6641 6644	
767	EasternBaheng	WIFE	wife			l a ⁰/³ + ʔ o ³¹³	_wife WIFE	859	6640 6641			轻声 阴上.*阴上	⁰/³ ³¹³	6640 6641	
768	Jiongnai	WIFE	wife			w a ⁵³	WIFE	859	6642			阴上.*阴上.*阳上	⁵³	6642	
769	Mien	WIFE	wife			ʔ au ⁵³	WIFE	859	6641	859	au ³	阴上	⁵³	6641	
770	KimMun	WIFE	wife			ʔ aːu ⁵¹	WIFE	859	6641	859	au ³	阴上.阳上.*阴上.*阳上	⁵¹	6641	
771	BiaoMin	WIFE	wife			k au ³⁵	WIFE	859	6641	859	k au ³	阴上	³⁵	6639	
772	ZaoMin	WIFE	wife			s a ⁴⁴	WIFE	73	6641			阴平.阳上.阴入.*阴平	⁴⁴	6641	
19	WhiteHmong	FATHER	the father			ts i ³⁴	FATHER	116	2157	116	ts i ³	阴上	³⁴	2157	
645	EasternLuobuohe	FATHER	father			ʔ a ⁰/² + p a ⁵⁵	_father FATHER	116	2155 2154	116	p a ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	413 2154	
646	WesternLuobuohe	FATHER	father			ʔ ə ⁰/² + p ɑ ⁵⁵	_father FATHER	116	2155 2154	116	p a ᴮ/²	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	413 2154	
647	SouthernGuizhouChuanqiandian	FATHER	father			p i ⁴²	FATHER	116	2154	116	p i ³ᵃ/³	阴上.*阴上.*阳上	⁴²	2154	
648	WesternXiangxi	FATHER	father			ʔ ɑ ³⁵ + p ɑ ³¹	_father FATHER	116	2155 2154	116	p ɑ ³	阴平 阳平.*阳平	³⁵ ³¹	413 2154	
649	WesternXiangxi	FATHER	father			ʔ ɑ ³⁵ + tɕ ɑ ⁴⁴	_father FATHER	0	6780 2157	0		阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	6780 2157	!remove!
650	NorthernQiandong	FATHER	father			p a ³⁵	FATHER	116	2154	116	p a ³	阴上	³⁵	2154	
651	WesternBaheng	FATHER	father			ʔ a ⁰/³ + p a ⁴²	_father FATHER	116	2155 2154	116	p a ⁷/³	轻声 阳入	⁰/³ ⁴²	413 2154	
652	EasternBaheng	FATHER	father			p a ⁵³	FATHER	116	2154	116	p a ⁷/³	阴入	⁵³	2154	
653	Jiongnai	FATHER	father			p e ⁵³	FATHER	116	2154	116	p e ³	阴上.*阴上.*阳上	⁵³	2154	
654	Mien	FATHER	father			k o ²⁴	FATHER	0	2156	0		阴去	²⁴	2156	!remove!
655	Mien	FATHER	father			ʑ əu ²³¹	FATHER	80	2158	116	p w a ³	阳上	²³¹	2158	
656	KimMun	FATHER	father			f a ⁵¹	FATHER	116	2154	116	f a ³	阴上.阳上.*阴上.*阳上	⁵¹	2154	
657	BiaoMin	FATHER	father			t j a ³³	FATHER	80	2153			阴平.*阴平	³³	2153	
658	ZaoMin	FATHER	father			b a ⁴⁴	FATHER	116	2154			阴平.阳上.阴入.*阴平	⁴⁴	2154	
659	ZaoMin	FATHER	father			b j a ²⁴	FATHER	116	6781			阴上.*阳平	²⁴	6781	!remove!
20	WhiteHmong	MOTHER	the mother			n i/j a ²¹³	MOTHER	354	3812			阳上	²¹³	3812	
660	EasternLuobuohe	MOTHER	mother			ʔ a ⁰/² + m e ²⁴	_mother MOTHER	82	3814 3813			轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	413 3813	
661	WesternLuobuohe	MOTHER	mother			ʔ ə ⁰/² + m e n ³⁵	_mother MOTHER	82	3814 3813			轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	413 3813	
662	SouthernGuizhouChuanqiandian	MOTHER	mother			m i ¹³	MOTHER	82	3813			阳去.阴入.*阴去.*阳去	¹³	3813	
663	WesternXiangxi	MOTHER	mother			ʔ ɑ ³⁵ + m ɑ ⁴⁴	_mother MOTHER	82	3814 3813			阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	413 3813	
664	WesternXiangxi	MOTHER	mother			ʔ ɑ ³⁵ + m j i ²²	MOTHER _mother	0	3814 6793			阴平 0	³⁵ ²²	413 6793	!remove!
665	NorthernQiandong	MOTHER	mother			m a ŋ ¹³	MOTHER	82	3813			阴入.*阴去.*阳去	¹³	3813	
666	WesternBaheng	MOTHER	mother			ʔ a ⁰/³ + m e ⁴²	_mother MOTHER	82	3814 3813			轻声 阳入	⁰/³ ⁴²	413 3813	
667	EasternBaheng	MOTHER	mother			m ai ⁵³	MOTHER	82	3813			阴入	⁵³	3813	
668	Jiongnai	MOTHER	mother			n ei ¹²	MOTHER	354	3812			阳入	¹²	3812	
669	Mien	MOTHER	mother			ȵ aː m ³³	MOTHER	354	3816	354	dʑ i ⁴	阴平	³³	3816	
670	KimMun	MOTHER	mother			dʒ i ³¹	MOTHER	354	3815			阴上.阳上.阴去.阳去.*阳平	³¹	3815	
671	BiaoMin	MOTHER	mother			ȵ a ³¹	MOTHER	354	3812	354	ɖ ai ⁴	阳平.*阳平	³¹	3812	
672	ZaoMin	MOTHER	mother			n i ⁴⁴	MOTHER	354	3812			阴平.阳上.阴入.*阴平	⁴⁴	3812	
673	ZaoMin	MOTHER	mother			ʑ e ⁴⁴	MOTHER	0	3817			阴平.阳上.阴入.*阴平	⁴⁴	3817	!remove!
21	WhiteHmong	OLDER BROTHER	the older brother			t i ⁵³ + l au ³¹	older _OLDER	224	4087 4082	224	t i ²	阳平 阳平.阳上.阳去	⁵³ ³¹	4087 4082	
699	EasternLuobuohe	OLDER BROTHER	elder brother			ʔ a ⁰/² + n ei ⁵⁵	_OLDER older	87	4084 4085	224	ð a ᴬ/¹	轻声 阴上.阳上.*阴上.*阳上	⁰/² ⁵⁵	413 4085	
700	WesternLuobuohe	OLDER BROTHER	elder brother			ʔ ə ⁰/² + n i n ⁵⁵	_OLDER older	87	4084 4085	224	ð a ᴬ/¹	轻声 阴上.阳上.*阴平.*阴上.*阳上	⁰/² ⁵⁵	413 4085	
701	SouthernGuizhouChuanqiandian	OLDER BROTHER	elder brother			t i ⁵³	OLDER	224	4087	224	t i ²	阳平	⁵³	4087	
702	WesternXiangxi	OLDER BROTHER	elder brother			ʔ ɑ ³⁵ + n ɑ ³⁵	_OLDER older	87	4084 4085			阴平 阴平	³⁵ ³⁵	413 4085	
703	NorthernQiandong	OLDER BROTHER	elder brother			p ə ³⁵	OLDER	89	4083	224	t a ²	阴上	³⁵	4083	
704	WesternBaheng	OLDER BROTHER	elder brother			ʔ a ⁰/³ + ʔ o ⁵⁵	_OLDER older	224	4084 4088			轻声 阴去	⁰/³ ⁵⁵	413 4088	
705	EasternBaheng	OLDER BROTHER	elder brother			l au ⁰/³ + p a ⁵⁵	_OLDER older	89	4082 4083			轻声 阴去.*阴平	⁰/³ ⁵⁵	4082 4083	
706	Jiongnai	OLDER BROTHER	elder brother			l j a ŋ ³¹	OLDER	439	4082			阳上.*阳平	³¹	4082	
707	Mien	OLDER BROTHER	elder brother			k o ²⁴ + t oː n ³³	OLDER _older	224	4081 4086			阴去 阴平	²⁴ ³³	4081 4086	
708	KimMun	OLDER BROTHER	elder brother			k o ³⁵	OLDER	224	4081	224	t a ²	阴平.阳平.阴入.阳入	³⁵	4081	
709	BiaoMin	OLDER BROTHER	elder brother			k ɔ ³³	OLDER	224	4081			阴平.*阴平	³³	4081	
710	ZaoMin	OLDER BROTHER	elder brother			k o ⁴⁴	OLDER	224	4081			阴平.阳上.阴入.*阴平	⁴⁴	4081	
22	WhiteHmong	YOUNGER BROTHER	the younger brother			k ɯ ³⁴	YOUNGER	670	6769	670	k ɯ ³	阴上	³⁴	6769	
723	EasternLuobuohe	YOUNGER BROTHER	younger brother			q o ⁰/⁵ + k u ⁵⁵	_younger YOUNGER	670	6768 6769	670	k u ᴮ/²	轻声 阴上.阳上.*阴上.*阳上	⁰/⁵ ⁵⁵	6768 6769	
724	WesternLuobuohe	YOUNGER BROTHER	younger brother			ɕ o ŋ ⁵⁵ + t i ³⁵	younger _YOUNGER	94	6772 6767	670	k u ᴮ/²	阴上.阳上.*阴平.*阴上.*阳上 阴去.阳去.*阴去.*阳去	⁵⁵ ³⁵	6772 6767	
725	SouthernGuizhouChuanqiandian	YOUNGER BROTHER	younger brother			k əu ⁴²	YOUNGER	670	6769	670	k ou ³ᵃ/³	阴上.*阴上.*阳上	⁴²	6769	
726	WesternXiangxi	YOUNGER BROTHER	younger brother			t e ³⁵ + k ɯ ⁴⁴	_younger YOUNGER	670	6767 6769	670	k ɯ ³	阴平 阴上.阴入.*阴平	³⁵ ⁴⁴	6767 6769	
727	NorthernQiandong	YOUNGER BROTHER	younger brother			ʔ u ⁴⁴	YOUNGER	670	6773			阴去	⁴⁴	6773	
728	WesternBaheng	YOUNGER BROTHER	younger brother			ʔ a ⁰/³ + w e ³⁵	_YOUNGER younger	670	6774 6775			轻声 阴平	⁰/³ ³⁵	6774 6775	
729	EasternBaheng	YOUNGER BROTHER	younger brother			l au ⁰/³ + tʰ e ⁵³	_younger YOUNGER	94	6766 6767			轻声 阴入	⁰/³ ⁵³	6766 6767	
730	Jiongnai	YOUNGER BROTHER	younger brother			n u ŋ ¹¹ + t a ŋ ⁴⁴	_YOUNGER younger	94	6770 6771			阳去 阴平.*阴平	¹¹ ⁴⁴	6770 6771	
731	Mien	YOUNGER BROTHER	younger brother			ʑ əu ²³¹	YOUNGER	90	6772			阳上	²³¹	6772	
732	KimMun	YOUNGER BROTHER	younger brother			z eu ³¹	YOUNGER	90	6772			阴上.阳上.阴去.阳去.*阳平	³¹	6772	
733	BiaoMin	YOUNGER BROTHER	younger brother			n i ³⁵ + p a ⁵³	YOUNGER _younger	670	6764 6765	670	k i ³	阴上 阴入.*阴上.*阳上	³⁵ ⁵³	6764 6765	
734	ZaoMin	YOUNGER BROTHER	younger brother			k ui ²⁴	YOUNGER	670	6769	670	k u/w i ³	阴上.*阳平	²⁴	6769	
23	WhiteHmong	OLDER SISTER	the older sister			n i/j a ²¹³ + l au ¹¹	OLDER _older	103	4108 4109	103	v i ³	阳上 阴平.阴上.阳上.阴入	²¹³ ¹¹	4108 4109	
711	EasternLuobuohe	OLDER SISTER	elder sister			ʔ a ⁰/² + t a ²⁴	_OLDER older	103	4105 4106			轻声 阴去.阳去.*阴去.*阳去	⁰/² ²⁴	413 4106	
712	WesternLuobuohe	OLDER SISTER	elder sister			ʔ ə ⁰/² + t ɑ ³⁵	_OLDER older	103	4105 4106			轻声 阴去.阳去.*阴去.*阳去	⁰/² ³⁵	413 4106	
713	SouthernGuizhouChuanqiandian	OLDER SISTER	elder sister			ʔ æ ⁴²	OLDER	103	4105			阴上.*阴上.*阳上	⁴²	413	
714	WesternXiangxi	OLDER SISTER	elder sister			ʔ ɑ ³⁵ + ʑ ɑ ⁴²	_OLDER older	103	4105 4107			阴平 0	³⁵ ⁴²	413 4107	
715	NorthernQiandong	OLDER SISTER	elder sister			ʔ a ³⁵	OLDER	103	4105	103	v i ³	阴上	³⁵	413	
716	WesternBaheng	OLDER SISTER	elder sister			ʔ a ⁰/³ + tɕ a ³¹	_OLDER older	103	4105 4102	103	v o ³	轻声 阴上	⁰/³ ³¹	413 4102	
717	EasternBaheng	OLDER SISTER	elder sister			q o ⁰/³ + k w ei ³¹³	_OLDER older	103	4103 4104	103	v o ³	轻声 阴上.*阴上	⁰/³ ³¹³	4103 4104	
718	Jiongnai	OLDER SISTER	elder sister			t e ³³	OLDER	103	4106	103	v a ³	阳平	³³	4106	
719	Mien	OLDER SISTER	elder sister			t o ²¹	OLDER	103	4106			阳去	²¹	4106	
720	KimMun	OLDER SISTER	elder sister			ʔ u ⁵¹	OLDER	103	4105			阴上.阳上.*阴上.*阳上	⁵¹	413	
721	BiaoMin	OLDER SISTER	elder sister			ts əi ³⁵	OLDER	103	4102			阴上	³⁵	4102	
722	ZaoMin	OLDER SISTER	elder sister			t i ²⁴	OLDER	103	4102			阴上.*阳平	²⁴	4102	
24	WhiteHmong	I	I			k u ³⁴	I	672	3244	672	k u ³	阴上	³⁴	3244	
2774	EasternLuobuohe	I	I			k a ŋ ⁵⁵	I	672	3244	672	k a ŋ ᴮ/²	阴上.阳上.*阴上.*阳上	⁵⁵	3244	
2775	WesternLuobuohe	I	I			k ɑ ŋ ⁵⁵	I	672	3244	672	k a ŋ ᴮ/²	阴上.阳上.*阴平.*阴上.*阳上	⁵⁵	3244	
2776	SouthernGuizhouChuanqiandian	I	I			k o ŋ ⁴²	I	672	3244	672	k o ŋ ³ᵃ/³	阴上.*阴上.*阳上	⁴²	3244	
2777	WesternXiangxi	I	I			w e ²²	I	110	3245	110	w e ⁴	0	²²	6458	
2778	NorthernQiandong	I	I			v i ¹¹	I	110	3245	110	v i ⁴	阳上	¹¹	6458	
2779	WesternBaheng	I	I			w a ŋ ¹¹	I	110	3245	110	v ɔ̃ ⁴	阳上	¹¹	6458	
2780	EasternBaheng	I	I			w a ŋ ¹¹	I	110	3245	110	v ɔ̃ ⁴	阳上	¹¹	6458	
2781	Jiongnai	I	I			w a ³¹	I	110	3245	110	v a ⁴	阳上.*阳平	³¹	6458	
2782	Mien	I	I			ʑ e ³³	I	644	3246	644	j a ¹	阴平	³³	3246	
2783	KimMun	I	I			z a ³⁵	I	644	3246	644	j a ¹	阴平.阳平.阴入.阳入	³⁵	3246	
2784	BiaoMin	I	I			k əu ³⁵	I	672	3244			阴上	³⁵	3244	
2785	ZaoMin	I	I			ts j a ⁴⁴	I	644	3247			阴平.阳上.阴入.*阴平	⁴⁴	3247	
25	WhiteHmong	THOU	you (singular)			k o ⁵³	THOU	681	6026	681	k ɔ ²	阳平	⁵³	6026	
2799	EasternLuobuohe	THOU	you (singular)			k u ŋ ³¹	THOU	681	6026			阴平.阳平.*阳平	³¹	6026	
2800	WesternLuobuohe	THOU	you (singular)			m o ŋ ³¹	THOU	78	6025			阴平.阳平.阴入.阳入.*阳平	³¹	6025	
2801	SouthernGuizhouChuanqiandian	THOU	you (singular)			k ɯ ⁵³	THOU	681	6026			阳平	⁵³	6026	
2802	WesternXiangxi	THOU	you (singular)			m ɯ ³¹	THOU	78	6025	78	m ɯ ²	阳平.*阳平	³¹	6025	
2803	NorthernQiandong	THOU	you (singular)			m o ŋ ⁵⁵	THOU	78	6025	78	m o ŋ ²	0	⁵⁵	6025	
2804	WesternBaheng	THOU	you (singular)			m u ³³	THOU	78	6025	78	m ɯ ⁶/¹³	阳平	³³	6025	
2805	EasternBaheng	THOU	you (singular)			m */ə m̩/m ³¹	THOU	78	6025	78	m ɯ ⁶/¹³	阳去.阳入	³¹	6025	
2806	Jiongnai	THOU	you (singular)			m ə ŋ ³³	THOU	78	6025	78	m ɐ ŋ ²	阳平	³³	6025	
2807	Mien	THOU	you (singular)			m ui ³¹	THOU	78	6025	78	m w ei ²	阳平	³¹	6025	
2808	KimMun	THOU	you (singular)			m ui ³³	THOU	78	6025	78	m ei ²	阴平.阳平.*阴平	³³	6025	
2809	BiaoMin	THOU	you (singular)			m əi ³¹	THOU	78	6025	78	m əi ²	阳平.*阳平	³¹	6025	
2810	ZaoMin	THOU	you (singular)			m ui ⁵³	THOU	78	6025	78	m u/w i ²	阳平.*阴去.*阳去	⁵³	6025	
26	WhiteHmong	WE	we			p e ⁵⁵	WE	6	6460	6	p e ¹	阴平	⁵⁵	6460	
2786	EasternLuobuohe	WE	we			p u ³¹ + tʰ ɑ ŋ ⁵⁵	WE _we	6	6460 6459	6	p ei ᴬ/¹	阴平.阳平.*阳平 阴上.阳上.*阴上.*阳上	³¹ ⁵⁵	6460 6459	
2787	WesternLuobuohe	WE	we			k ɑ ŋ ⁵⁵ + n ɑ ⁵⁵	WE _we	6	6459 6463	6	p ei ᴬ/¹	阴上.阳上.*阴平.*阴上.*阳上 阴上.阳上.*阴平.*阴上.*阳上	⁵⁵ ⁵⁵	6459 6463	
2788	SouthernGuizhouChuanqiandian	WE	we			p æ ³²	WE	6	6460	6	p æ ¹ᵃ/¹	阴平	³²	6460	
2789	WesternXiangxi	WE	we			p ɯ ³⁵	WE	6	6460	6	p ɯ ¹	阴平	³⁵	6460	
2790	NorthernQiandong	WE	we			p i ³³	WE	6	6460	6	p i ¹	阴平.*阴平	³³	6460	
2791	WesternBaheng	WE	we			p u ⁵⁵	WE	6	6460	6	p ɯ ⁵	阴去	⁵⁵	6460	
2792	EasternBaheng	WE	we			w a ŋ ¹¹ + k e ŋ ³³	_we WE	6	6458 6459	6	p ɯ ⁵	阳上 阳平.*阳平	¹¹ ³³	6458 6459	
2793	Jiongnai	WE	we			pʰ a ⁵⁵	WE	6	6460	6	p a ¹	阴入	⁵⁵	6460	
2794	Jiongnai	WE	we			w a ³¹ + k l u ŋ ⁵³	_we WE	6	6458 6459	0		阳上.*阳平 阴上.*阴上.*阳上	³¹ ⁵³	6458 6459	
2795	Mien	WE	we			ʑ e ³³ + w o ³³	WE _we	96	6461 6462			阴平 阴平	³³ ³³	6461 6462	
2796	KimMun	WE	we			ˀp u ³⁵	WE	6	6460	6	p u ¹	阴平.阳平.阴入.阳入	³⁵	6460	
2797	BiaoMin	WE	we			t j a ³⁵	WE	95	6457			阴上	³⁵	6457	
2798	ZaoMin	WE	we			b u ⁴⁴	WE	6	6460	6	b u ¹	阴平.阳上.阴入.*阴平	⁴⁴	6460	
27	WhiteHmong	YOU	you (plural)			n e ⁵³	YOU	79	6748	79	n e ²	阳平	⁵³	6748	
2811	EasternLuobuohe	YOU	you (plural)			p u ³¹ + z a ŋ ²⁴	YOU _you	79	6746 6747	79	m e n ᴬ/¹	阴平.阳平.*阳平 阴去.阳去.*阴去.*阳去	³¹ ²⁴	6746 6747	
2812	WesternLuobuohe	YOU	you (plural)			m o ŋ ³¹ + n ɑ ⁵⁵	YOU _you	79	6744 6748	79	m e n ᴬ/¹	阴平.阳平.阴入.阳入.*阳平 阴上.阳上.*阴平.*阴上.*阳上	³¹ ⁵⁵	6744 6748	
2813	SouthernGuizhouChuanqiandian	YOU	you (plural)			m e n ⁵³	YOU	79	6744	79	m ei n ²	阳平	⁵³	6744	
2814	WesternXiangxi	YOU	you (plural)			m e ³¹	YOU	79	6744	79	m e ²	阳平.*阳平	³¹	6744	
2815	NorthernQiandong	YOU	you (plural)			m a ŋ ⁵⁵	YOU	79	6744	79	m a ŋ ²	0	⁵⁵	6744	
2816	WesternBaheng	YOU	you (plural)			m u ⁵⁵	YOU	79	6744	79	m ɯ ⁵	阴去	⁵⁵	6744	
2817	EasternBaheng	YOU	you (plural)			m */ə m̩/m ³¹ + k e ŋ ³³	YOU _you	79	6744 6745	79	m ɯ ⁵	阳去.阳入 阳平.*阳平	³¹ ³³	6744 6745	
2818	Jiongnai	YOU	you (plural)			m ə ŋ ³³ + n a ⁵⁵	YOU _you	79	6744 6748			阳平 阴入	³³ ⁵⁵	6744 6748	
2819	Jiongnai	YOU	you (plural)			m ə ŋ ³³ + k l u ŋ ⁵³	YOU _you	79	6806 6750			阳平 阴上.*阴上.*阳上	³³ ⁵³	6806 6750	
2820	Mien	YOU	you (plural)			m ui ³¹ + w o ³³	YOU _you	79	6744 6749			阳平 阴平	³¹ ³³	6744 6749	
2821	KimMun	YOU	you (plural)			ȵ ɔ ³³	YOU	79	6748	79	n j ou ²	阴平.阳平.*阴平	³³	6748	
2822	BiaoMin	YOU	you (plural)			d j a ³⁵	YOU	97	6743			阴上	³⁵	6743	
2823	ZaoMin	YOU	you (plural)			ȵ u ⁵³	YOU	79	6748			阳平.*阴去.*阳去	⁵³	6748	
28	WhiteHmong	PIG	the pig			ⁿb u/w a ³³	PIG	50	4405	50	ⁿp u/w a ⁵	阴去	³³	4405	
1232	EasternLuobuohe	PIG	pig			q o ⁰/⁵ + ⁿp z i ²⁴	_pig PIG	50	4406 4405	50	ˀp ei ᶜ/³	轻声 阴去.阳去.*阴去.*阳去	⁰/⁵ ²⁴	4406 4405	
1233	WesternLuobuohe	PIG	pig			ⁿp i ³⁵	PIG	50	4405	50	ˀp ei ᶜ/³	阴去.阳去.*阴去.*阳去	³⁵	4405	
1234	SouthernGuizhouChuanqiandian	PIG	pig			ⁿp a ⁵⁵	PIG	50	4405	50	ⁿp a ⁵ᵃ/⁵	阴去.*阴平	⁵⁵	4405	
1235	WesternXiangxi	PIG	pig			t ɑ ³⁵ + ⁿp a ⁵³	_pig PIG	50	4408 4405	50	ⁿp a ⁵	阴平 *阴上.*阳上	³⁵ ⁵³	4408 4405	
1236	NorthernQiandong	PIG	pig			p a ⁴⁴	PIG	50	4405	50	p a ⁵	阴去	⁴⁴	4405	
1237	WesternBaheng	PIG	pig			m ei ⁵⁵	PIG	50	4405	50	m e ⁵	阴去	⁵⁵	4405	
1238	EasternBaheng	PIG	pig			ⁿp e ⁵⁵	PIG	50	4405	50	m e ⁵	阴去.*阴平	⁵⁵	4405	
1239	Jiongnai	PIG	pig			ⁿp ai ³⁵	PIG	50	4405	50	ⁿp ei ⁵	阴去.*阴去.*阳去	³⁵	4405	
1240	Mien	PIG	pig			t u ŋ ²³¹	PIG	246	4407	246	t u ŋ ⁴	阳上	²³¹	4407	
1241	KimMun	PIG	pig			ˀt oː ŋ ³¹	PIG	246	4407	246	t u ŋ ⁴	阴上.阳上.阴去.阳去.*阳平	³¹	4407	
1242	BiaoMin	PIG	pig			t u/w ə ⁴²	PIG	246	4404	246	t w ə ⁴	阳上.阳去	⁴²	4404	
